DEAL_ID,COMPANY_ID_NUMERIC_DEAL_DATE_FACT,DEAL_STAGE_DATE,OPPORTUNITY_(DEAL),OPPORTUNITY_AMOUNT,BUSINESS_CASE_PROPOSAL,BUSINESS_CASE_PROPOSAL_AMOUNT,DEAL_STAGE_NEGOTIATION_DATE,NEGOTIATION,NEGOTIATION_AMOUNT,DEAL_STAGE_VERBAL_AGREEMENT_DATE,VERBAL_AGREEMENT,VERBAL_AGREEMENT_AMOUNT,DEAL_STAGE_CLOSED_LOST_DATE,CLOSED_LOST,CLOSED_LOST_AMOUNT,DEAL_ID_BOOKING_FACT,BOOKING,BOOKING_AMOUNT
198074002350,2227440297,2021-10-12 20:18:05.044,1,,,,,,,,,,,,,,,
197993780520,1708588662,2021-10-12 00:00:00.000,1,2250,,,,,,,,,,,,,,
197993664150,1279357134,2021-10-12 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
197965057890,12688275396,2021-10-12 12:00:50.621,1,,,,,,,,,,,,,,,
197634628740,15060249819,2021-10-11 13:41:41.805,1,,,,,,,,,,,,,,,
197607114390,5082151776,2021-10-11 12:32:06.262,1,4687.5,,,,,,,,,,,,,,
197601328380,16893671100,2021-10-11 00:00:00.000,1,3515.625,,,,,,,,,,,,,,
1038326460,1840404891,2016-08-02 09:10:27.378,1,4687.5,,,,,,,,,,,,,,
1115839020,2865891744,2016-07-26 07:53:16.292,1,18750,,,,,,,,,,,,,,
9891642930,840654228,2018-11-06 00:00:00.000,1,335.625,,,,,,,,,,,,,,
30777576030,6794676831,2019-09-17 00:00:00.000,1,6562.5,,,,,,,,,,,,,,
29189539170,2769934863,2019-08-30 00:00:00.000,1,4687.5,,,,,,,,,,,,,,
11305925280,2020433079,2018-10-08 07:31:08.559,1,841.875,,,,,,,,,,,,,,
8531190990,2325503196,2018-04-20 07:13:12.360,1,3375,,,,,,,,,,,,,,
35725042890,7445773620,2019-11-21 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
14657235510,3534779163,2019-02-12 00:00:00.000,1,3187.5,,,,,,,,,,,,,,
8649775440,2336419767,2018-04-27 00:00:00.000,1,3375,1,4000,,,,,,,,,,,,
5919498690,2470449696,2017-10-08 00:00:00.000,1,2343.75,,,,,,,,,,,,,,
97899022590,13338502302,2020-10-29 00:00:00.000,1,3121.875,,,,,,,,,,,,,,
8819013300,805893966,2018-05-09 13:13:32.034,1,937.5,,,,,,,,,,,,,,
24378239220,6134970009,2019-06-21 00:00:00.000,1,2812.5,1,3333.333333333,,,,,,,,,,,,
15883693170,2694389961,2019-02-14 15:27:52.941,1,2812.5,,,,,,,,,,,,,,
34571402550,7505703057,2019-11-08 00:00:00.000,1,1875,,,,,,,,,,,,,,
11652304800,3046523160,2018-10-25 13:08:08.831,1,2812.5,,,,,,,,,,,,,,
5253440370,1267405131,2017-07-17 00:00:00.000,1,18750,,,,,,,,,,,,,,
18660868140,5255197335,2019-03-21 10:07:28.958,1,7183.125,,,,,,,,,,,,,,
552824580,541704960,2016-03-11 07:36:59.898,1,3181.875,,,,,,,,,,,,,,
35437092480,"No company assigned to that deal. That is wrong. Please, contact RevOps.",2019-11-18 00:00:00.000,,,,,,,,,,,,,,,,
11895147480,3045145860,2018-11-05 10:34:14.260,1,3750,,,,,,,,,,,,,,
37133424240,6585405585,2019-12-03 00:00:00.000,1,2812.5,1,3333.333333333,,,,,,,,,,,,
1207792050,748907955,2016-07-13 12:45:18.197,1,4500,,,,,,,,,,,,,,
38029914000,419680479,2019-12-10 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
1650715680,764861721,2016-11-28 08:48:13.573,1,4125,,,,,,,,,,,,,,
186875594100,20640627549,2021-09-16 13:59:47.105,1,,,,,,,,,,,,,,,
33234507540,7938122079,2019-10-21 20:47:34.142,1,5250,,,,,,,,,,,,,,
10304827410,2464340475,2018-08-27 00:00:00.000,1,4031.25,1,4777.777777778,,,,,,,,,,,,
32887558290,5336454816,2019-10-16 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
33600223110,7229115555,2019-10-25 00:00:00.000,1,4500,,,,,,,,,,,,,,
8486950620,2308755477,2018-04-17 14:40:40.359,1,2812.5,,,,,,,,,,,,,,
15581940570,1599374277,2019-02-11 12:29:09.426,1,373.125,,,,,,,,,,,,,,
186827068710,15588357363,2021-09-16 00:00:00.000,1,4687.5,,,,,,,,,,,,,,
59080363410,11491425276,2020-05-05 00:00:00.000,1,2671.875,1,3166.666666667,,,,,,,,,,,,
1088948070,620699427,2016-07-18 09:39:06.341,1,4687.5,,,,,,,,,,,,,,
995908950,473066634,2016-05-17 11:27:02.379,1,4027.5,,,,,,,,,,,,,,
17097954450,4223082228,2019-06-07 00:00:00.000,1,1762.5,,,2019-06-07 00:00:00.000,1,2088.888888889,,,,,,,,,
186012044040,5605748028,2021-09-13 00:00:00.000,1,4687.5,,,,,,,,,,,,,,
5344433790,1502926188,2017-07-24 13:11:40.555,1,33750,,,,,,,,,,,,,,
160931041200,6318804480,2021-05-28 00:00:00.000,1,1875,,,,,,,,,,,,,,
5831537790,507517278,2017-10-23 00:00:00.000,1,4340.625,,,,,,,,,,,,,,
190020169350,6570338274,2021-09-30 08:20:35.376,1,,,,,,,,,,,,,,,
765276120,411791838,2016-05-19 00:00:00.000,1,40500,,,,,,,,,,,,,,
41381218680,8304854166,2020-01-06 00:00:00.000,1,2812.5,1,3333.333333333,,,,,,,,,,,,
196192436190,15666062034,2021-10-06 15:33:24.835,1,,,,,,,,,,,,,,,
196396567200,4995242562,2021-10-07 07:20:23.773,1,,,,,,,,,,,,,,,
1677520800,771383361,2016-11-18 00:00:00.000,1,1498.125,1,1775.555555556,,,,,,,,,,,,
36966339030,7082932146,2019-12-02 00:00:00.000,1,2812.5,1,3333.333333333,,,,,,,,,,,,
2965036740,1226864253,2017-09-25 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
23289170880,5603815107,2019-09-10 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
25425367860,6245671239,2019-06-26 00:00:00.000,1,2812.5,1,3333.333333333,,,,,,,,,,,,
188479374210,20452237254,2021-09-23 00:00:00.000,1,4687.5,1,5555.555555556,,,,,,,,,,,,
143671107210,6285301821,2021-01-13 00:00:00.000,1,5528.4375,,,,,,,,,,,,,,
1771426560,945525720,2016-12-02 14:35:58.408,1,54375,,,,,,,,,,,,,,
825909450,617774595,2016-04-13 08:23:29.578,1,17771.25,,,,,,,,,,,,,,
26457001890,5806919133,2019-10-17 00:00:00.000,1,3000,1,3555.555555556,,,,,,,,,,,,
196739821260,5193596349,2021-10-08 08:38:18.715,1,,,,,,,,,,,,,,,
196453549410,20075016198,2021-10-07 00:00:00.000,1,4162.5,,,,,,,,,,,,,,
1268369850,523443618,2016-08-02 09:58:14.506,1,17977.5,,,,,,,,,,,,,,
50239936530,8622749748,2020-03-04 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
12002894250,2979302166,2018-11-12 10:31:35.211,1,335.625,,,,,,,,,,,,,,
32524397910,6211968975,2019-10-10 00:00:00.000,1,6937.5,1,8222.222222222,,,,,,,,,,,,
173679071310,18620632053,2021-07-28 00:00:00.000,1,3750,,,,,,,,,,,,,,
13959027150,3453522417,2019-01-21 00:00:00.000,1,373.125,1,442.222222222,,,,,,,,,,,,
7559342010,2056826178,2018-02-21 00:00:00.000,1,4312.5,1,5111.111111111,,,,,,,,,,,,
8649788880,2054518983,2018-04-27 00:00:00.000,1,3937.5,1,4666.666666667,2018-04-27 00:00:00.000,1,4666.666666667,,,,,,,,,
1252810500,590925414,2016-07-28 14:02:49.806,1,4687.5,,,,,,,,,,,,,,
23286983700,5605748031,2019-05-29 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
17782382400,4994695512,2019-03-06 10:18:36.891,1,4125,,,,,,,,,,,,,,
30202836630,3480952167,2019-09-10 00:00:00.000,1,2643.75,,,,,,,,,,,,,,
196442270010,19605910311,2021-10-07 00:00:00.000,1,3712.5,1,4400,,,,,,,,,,,,
176570323770,637733658,2016-07-26 15:23:28.805,1,1498.125,,,,,,,,,,,,,,
176570323770,538157085,2016-07-26 15:23:28.805,1,1498.125,,,,,,,,,,,,,,
7072913010,1873207173,2018-06-14 00:00:00.000,1,335.625,1,397.777777778,2018-06-14 00:00:00.000,1,397.777777778,,,,,,,,,
20497911270,3109884009,2019-04-16 09:35:06.946,1,1875,,,,,,,,,,,,,,
44869181220,1717543254,2020-01-30 00:00:00.000,1,3750,,,2020-01-30 00:00:00.000,1,4444.444444444,,,,,,,,,
10702113990,2752387821,2018-09-17 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
24427765020,1297667679,2019-06-19 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
51470772990,9604030218,2020-03-11 00:00:00.000,1,7837.5,,,,,,,,,,,,,,
1158922290,414271083,2016-05-17 13:04:52.104,1,1312.5,,,,,,,,,,,,,,
23441270130,6105784917,2019-05-29 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
1158852990,414237243,2016-05-17 11:49:26.697,1,30000,,,,,,,,,,,,,,
20543860380,5405365872,2019-04-23 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
9286922730,2128432665,2018-06-14 00:00:00.000,1,4125,,,,,,,,,,,,,,
2966356950,1081033965,2017-04-03 00:00:00.000,1,33750,,,,,,,,,,,,,,
29476923240,1453732659,2019-09-03 00:00:00.000,1,3750,,,,,,,,,,,,,,
193532144640,1279496802,2021-10-04 07:42:52.848,1,,,,,,,,,,,,,,,
1025354370,482839983,2016-07-15 00:00:00.000,1,750,,,,,,,,,,,,,,
720386130,638549400,2016-05-02 16:03:35.709,1,4687.5,,,,,,,,,,,,,,
8694281220,2361278766,2018-05-01 15:52:48.336,1,2812.5,,,,,,,,,,,,,,
197569614600,9604030218,2021-10-11 00:00:00.000,1,7500,,,,,,,,,,,,,,
14734709970,3527453325,2019-01-28 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
13019695770,3245957493,2018-12-14 00:00:00.000,1,2812.5,,,2018-12-14 00:00:00.000,1,3333.333333333,,,,,,,,,
14339682450,812645841,2019-01-25 00:00:00.000,1,5146.875,1,6100,2019-01-25 00:00:00.000,1,6100,,,,,,,,,
12880316430,1736413371,2019-03-22 00:00:00.000,1,7125,,,2019-03-22 00:00:00.000,1,8444.444444444,,,,,,,,,
54696131130,3887688672,2020-04-03 00:00:00.000,1,5049.375,,,,,,,,,,,,,,
12744621810,510938523,2018-12-11 00:00:00.000,1,3525,1,4177.777777778,,,,,,,,,,,,
3479038620,849093990,2017-05-03 06:08:27.781,1,33750,,,,,,,,,,,,,,
885950970,537159741,2016-06-15 06:51:40.046,1,2250,,,,,,,,,,,,,,
196388108670,20588166252,2021-10-13 00:00:00.000,1,3440.625,1,4077.777777778,,,,,,,,,,,,
22303336500,5789655126,2019-05-08 00:00:00.000,1,748.125,1,886.666666667,2019-05-08 00:00:00.000,1,886.666666667,,,,,,,,,
7451634510,1269923499,2018-07-06 00:00:00.000,1,373.125,1,442.222222222,,,,,,,,,,,,
178691167620,4853698935,2021-08-17 00:00:00.000,1,5296.875,,,,,,,,,,,,,,
195925052130,1840404543,2021-10-05 17:47:43.159,1,,,,,,,,,,,,,,,
10914809880,2841462081,2018-10-10 00:00:00.000,1,373.125,1,442.222222222,,,,,,,,,,,,
14931297330,579051060,2019-01-31 14:32:45.200,1,2812.5,,,,,,,,,,,,,,
44993007150,6249233622,2020-01-31 00:00:00.000,1,5437.5,1,6444.444444444,,,,,,,,,,,,
25788426600,6471707502,2019-07-02 00:00:00.000,1,4687.5,1,5555.555555556,,,,,,,,,,,,
17098638510,4310607744,2019-02-21 08:18:37.082,1,4125,,,,,,,,,,,,,,
189819727320,1839812649,2021-09-29 11:14:12.103,1,,,,,,,,,,,,,,,
108895253340,12706185432,2020-12-16 00:00:00.000,1,5899.9485,1,6992.531555556,2020-12-16 00:00:00.000,1,6992.531555556,,,,,,,,,
129217338750,2792033232,2021-02-23 00:00:00.000,1,5407.8125,,,,,,,,,,,,,,
3463023000,457279329,2017-05-02 00:00:00.000,1,2435.625,,,,,,,,,,,,,,
33599876130,7351839510,2019-10-25 00:00:00.000,1,2812.5,,,2019-10-25 00:00:00.000,1,3333.333333333,,,,,,,,,
29461567860,1208739060,2019-09-02 00:00:00.000,1,185.625,1,220,,,,,,,,,,,,
6998845500,1070981154,2018-01-18 00:00:00.000,1,3375,1,4000,,,,,,,,,,,,
5421862920,1485679260,2017-08-03 09:52:54.017,1,937.5,,,,,,,,,,,,,,
196145289720,7272865227,2021-10-06 13:57:23.887,1,,,,,,,,,,,,,,,
89732071260,12602418183,2020-09-25 00:00:00.000,1,2081.25,,,,,,,,,,,,,,
9337607520,10009502751,2018-06-21 00:00:00.000,1,4125,1,4888.888888889,,,,,,,,,,,,
30219965850,2187001596,2019-09-11 00:00:00.000,1,3937.5,,,,,,,,,,,,,,
167761859850,18840790044,2021-07-02 00:00:00.000,1,4687.5,,,,,,,,,,,,,,
90456257280,12625511520,2020-09-28 00:00:00.000,1,3562.5,,,,,,,,,,,,,,
179324997300,2363264934,2021-08-18 00:00:00.000,1,4415.625,1,5233.333333333,,,,,,,,,,,,
1649062350,410837976,2017-10-23 00:00:00.000,1,2435.625,1,2886.666666667,,,,,,,,,,,,
48782542890,740149305,2020-02-24 00:00:00.000,1,7312.5,1,8666.666666667,,,,,,,,,,,,
4848134610,1450467057,2017-06-28 06:55:40.001,1,33750,,,,,,,,,,,,,,
22487078970,754167888,2019-06-07 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
29038453200,2288350020,2019-08-29 00:00:00.000,1,2812.5,,,2019-08-29 00:00:00.000,1,3333.333333333,,,,,,,,,
26214431880,3060970929,2019-07-11 00:00:00.000,1,523.125,1,620,,,,,,,,,,,,
24682542060,3828799428,2019-06-18 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
197949186780,15666062034,2021-10-12 00:00:00.000,1,2343.75,,,,,,,,,,,,,,
196712222730,18299932191,2021-10-08 07:30:12.269,1,,,,,,,,,,,,,,,
20497346730,5415242799,2019-04-16 00:00:00.000,1,373.125,1,442.222222222,2019-04-16 00:00:00.000,1,442.222222222,,,,,,,,,
46978578120,2526041472,2020-02-14 00:00:00.000,1,4687.5,,,,,,,,,,,,,,
53560797960,8645450415,2020-03-25 00:00:00.000,1,6757.5,1,8008.888888889,,,,,,,,,,,,
196137073110,12970688568,2021-10-06 13:04:42.352,1,,,,,,,,,,,,,,,
26062705680,8794947390,2019-09-10 00:00:00.000,1,2812.5,,,2019-09-10 00:00:00.000,1,3333.333333333,,,,,,,,,
37132914480,7388803800,2019-12-03 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
27731547720,6913278495,2019-08-12 00:00:00.000,1,148.125,,,,,,,,,,,,,,
17356421910,4266327561,2019-02-26 00:00:00.000,1,654.375,,,,,,,,,,,,,,
3827277120,1364899449,2017-05-17 20:44:46.107,1,33750,,,,,,,,,,,,,,
14555047470,779871420,2019-01-30 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
1251889800,590749044,2016-12-07 00:00:00.000,1,6099.375,,,,,,,,,,,,,,
197690565480,21186314577,2021-10-11 15:25:20.410,1,,,,,,,,,,,,,,,
23759053590,6041073144,2019-06-11 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
50513871060,6570351753,2020-03-06 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
17419449090,414151422,2019-03-18 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
194279167020,5975768487,2021-10-04 14:16:26.076,1,,,,,,,,,,,,,,,
18175066290,5134625298,2019-06-04 00:00:00.000,1,654.375,1,775.555555556,2019-06-04 00:00:00.000,1,775.555555556,,,,,,,,,
151562923920,1559264889,2021-04-20 00:00:00.000,1,2543.08125,1,3014.022222222,,,,,,,,,,,,
196508724540,8166179367,2021-10-07 14:46:10.894,1,,,,,,,,,,,,,,,
1039062450,481720959,2016-05-27 13:17:23.538,1,8229.375,,,,,,,,,,,,,,
195765201870,20174889534,2021-10-05 00:00:00.000,1,6250,1,7407.407407407,,,,,,,,,,,,
196820902050,21116024238,2021-10-08 13:58:05.300,1,,,,,,,,,,,,,,,
1391599140,514729473,2016-07-29 11:57:53.306,1,4687.5,,,,,,,,,,,,,,
23777638200,5234526630,2019-05-28 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
34724853060,5206594500,2019-11-11 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
5664521880,1602823857,2017-12-06 00:00:00.000,1,4155,,,,,,,,,,,,,,
20071875270,4989780750,2019-04-09 00:00:00.000,1,91.875,,,,,,,,,,,,,,
173140842480,18442229061,2021-07-26 00:00:00.000,1,5468.75,,,,,,,,,,,,,,
49314009570,6019823268,2020-02-26 00:00:00.000,1,2812.5,1,3333.333333333,2020-02-26 00:00:00.000,1,3333.333333333,,,,,,,,,
10900740450,2773857822,2018-10-08 00:00:00.000,1,5437.5,,,,,,,,,,,,,,
50359589670,5235240210,2020-03-05 00:00:00.000,1,8437.5,,,,,,,,,,,,,,
13917889020,2760076056,2019-01-15 00:00:00.000,1,3000,,,,,,,,,,,,,,
9943409580,2865891744,2018-08-03 00:00:00.000,1,4687.5,1,5555.555555556,2018-08-03 00:00:00.000,1,5555.555555556,,,,,,,,,
7209771420,417660552,2017-12-14 00:00:00.000,1,28125,,,,,,,,,,,,,,
13855974150,3353320971,2019-01-07 16:40:57.583,1,2812.5,,,,,,,,,,,,,,
27203483310,487642338,2019-07-30 08:17:28.090,1,4575,,,,,,,,,,,,,,
174074121840,2953554876,2021-07-29 00:00:00.000,1,7812.5,,,,,,,,,,,,,,
22835036160,5627979492,2019-10-24 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
12123701430,3133581975,2019-03-19 00:00:00.000,1,3000,,,,,,,,,,,,,,
3648832590,1347342768,2017-05-10 14:54:12.783,1,33750,,,,,,,,,,,,,,
197679310260,2120892762,2021-10-11 15:03:05.920,1,,,,,,,,,,,,,,,
196142071410,21183258024,2021-10-12 00:00:00.000,1,4984.546875,,,,,,,,,,,,,,
190188806790,5000169291,2021-09-30 20:43:06.100,1,,,,,,,,,,,,,,,
94614648870,9360795633,2020-10-14 00:00:00.000,1,3317.0625,,,,,,,,,,,,,,
1665542580,932345034,2016-12-22 00:00:00.000,1,5060.625,,,,,,,,,,,,,,
197692020900,13059772392,2021-10-11 00:00:00.000,1,5625,,,,,,,,,,,,,,
7241445690,1897171248,2017-12-20 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
23197296780,3293032041,2019-05-19 00:00:00.000,1,7687.5,,,,,,,,,,,,,,
57198544680,6184594473,2020-04-21 00:00:00.000,1,6468.75,,,,,,,,,,,,,,
29839851600,7086289101,2019-09-13 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
18357340440,4364097558,2019-03-14 15:52:11.941,1,373.125,,,,,,,,,,,,,,
8787612930,2424278991,2018-05-18 00:00:00.000,1,7500,,,,,,,,,,,,,,
99518675040,9775341114,2020-11-06 00:00:00.000,1,2062.5,,,,,,,,,,,,,,
160934008920,6318804480,2021-05-28 00:00:00.000,1,562.5,,,,,,,,,,,,,,
35437496580,1212665655,2019-11-18 00:00:00.000,1,3562.5,,,,,,,,,,,,,,
10941002910,1969579809,2018-09-21 13:20:20.546,1,3225,,,,,,,,,,,,,,
24682421700,1280075055,2019-06-16 00:00:00.000,1,466.875,,,2019-06-16 00:00:00.000,1,553.333333333,,,,,,,,,
1345707330,852970344,2016-10-14 12:00:50.617,1,4027.5,,,,,,,,,,,,,,
7195944030,484343067,2017-12-12 23:00:00.000,1,4340.625,,,,,,,,,,,,,,
197988719790,638549400,2021-10-12 00:00:00.000,1,3128.125,1,3707.407407407,,,,,,,,,,,,
2965039860,1226038299,2017-08-21 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
26457567030,6632969268,2019-07-16 00:00:00.000,1,4500,,,,,,,,,,,,,,
554847630,347971983,2016-03-14 10:54:04.878,1,6328.125,,,,,,,,,,,,,,
31157922780,2745124467,2019-09-23 21:21:44.261,1,5437.5,,,,,,,,,,,,,,
8485134330,660420600,2018-04-17 00:00:00.000,1,3375,1,4000,,,,,,,,,,,,
13018038930,478490211,2019-09-21 00:00:00.000,1,3150,,,,,,,,,,,,,,
51087794130,8736713373,2020-03-10 00:00:00.000,1,4875,1,5777.777777778,,,,,,,,,,,,
1985808330,929661636,2017-01-26 13:43:57.937,1,30000,,,,,,,,,,,,,,
19814958480,5342802204,2019-04-03 00:00:00.000,1,5062.5,1,6000,,,,,,,,,,,,
3463614240,871752321,2017-07-06 00:00:00.000,1,4140,,,,,,,,,,,,,,
36843884250,5387085387,2019-12-01 00:00:00.000,1,2100,1,2488.888888889,,,,,,,,,,,,
8606712960,543461964,2018-04-25 07:23:44.929,1,2812.5,,,,,,,,,,,,,,
22226748000,1417467945,2019-05-07 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
6754596960,857339184,2017-11-27 00:00:00.000,1,4027.5,1,4773.333333333,2017-11-27 00:00:00.000,1,4773.333333333,,,,,,,,,
123777255780,15736740717,2021-02-10 00:00:00.000,1,3093.75,1,3666.666666667,,,,,,,,,,,,
5861513310,1265680824,2017-10-02 00:00:00.000,1,33750,,,,,,,,,,,,,,
1528344300,953754924,2016-12-30 00:00:00.000,1,4498.125,1,5331.111111111,,,,,,,,,,,,
67991753760,11681812284,2020-06-04 00:00:00.000,1,4200,1,4977.777777778,,,,,,,,,,,,
54547327620,9933292110,2020-04-03 00:00:00.000,1,2546.25,,,2020-04-03 00:00:00.000,1,3017.777777778,,,,,,,,,
1820180370,774816993,2017-01-25 00:00:00.000,1,373.125,,,,,,,,,,,,,,
49283426940,8793457785,2020-02-26 00:00:00.000,1,6187.5,1,7333.333333333,,,,,,,,,,,,
5421829260,1528463424,2017-08-03 09:12:06.566,1,4027.5,,,,,,,,,,,,,,
8469289380,2289155592,2018-04-16 08:15:23.376,1,3000,,,,,,,,,,,,,,
187987907130,1279401291,2021-09-21 00:00:00.000,1,4687.5,,,,,,,,,,,,,,
1391640390,514746393,2016-07-29 12:35:32.453,1,1012.5,,,,,,,,,,,,,,
10199728950,2525404242,2018-08-21 08:18:07.653,1,8625,,,,,,,,,,,,,,
24427874730,5206674075,2019-06-13 00:00:00.000,1,6000,,,,,,,,,,,,,,
79003786080,7153085550,2020-07-27 00:00:00.000,1,4545,1,5386.666666667,2020-07-27 00:00:00.000,1,5386.666666667,2020-07-27 00:00:00.000,1,5703.529411765,,,,,,
1148876190,484343067,2017-01-25 00:00:00.000,1,15750,,,,,,,,,,,,,,
33599620110,7515079440,2019-10-25 00:00:00.000,1,3375,,,,,,,,,,,,,,
179807808810,12047834901,2021-08-20 00:00:00.000,1,7812.5,,,,,,,,,,,,,,
185395666140,20640474099,2021-09-10 00:00:00.000,1,3526.875,,,,,,,,,,,,,,
70811837070,12240357048,2020-07-01 00:00:00.000,1,4125,,,,,,,,,,,,,,
7650862860,818380227,2018-02-22 00:00:00.000,1,6656.25,,,,,,,,,,,,,,
10168459290,2110168173,2018-08-19 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
26580174390,2519174220,2019-08-12 00:00:00.000,1,3000,,,,,,,,,,,,,,
12488005350,1283954190,2019-04-18 00:00:00.000,1,2812.5,,,2019-04-18 00:00:00.000,1,3333.333333333,,,,,,,,,
23819181840,2570041764,2019-05-29 00:00:00.000,1,2812.5,1,3333.333333333,,,,,,,,,,,,
85617650040,411690078,2020-08-25 00:00:00.000,1,3187.5,,,,,,,,,,,,,,
9225465870,2494099974,2018-07-05 00:00:00.000,1,6796.875,1,8055.555555556,,,,,,,,,,,,
2965043550,1225593111,2017-04-03 08:07:11.361,1,7368.75,,,,,,,,,,,,,,
2965041780,1225636005,2017-04-03 08:05:18.401,1,2238.75,,,,,,,,,,,,,,
22225267350,5717271600,2019-05-07 00:00:00.000,1,1123.125,,,,,,,,,,,,,,
1226782050,620665842,2016-11-29 00:00:00.000,1,17977.5,,,,,,,,,,,,,,
770476380,558109875,2016-05-04 08:24:26.161,1,373.125,,,,,,,,,,,,,,
5425335420,1529351667,2017-08-18 00:00:00.000,1,33750,,,,,,,,,,,,,,
55851325890,1294372920,2020-04-10 00:00:00.000,1,2812.5,1,3333.333333333,,,,,,,,,,,,
10014505860,492455091,2019-05-22 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
59264124810,6226424934,2020-05-07 00:00:00.000,1,6187.5,1,7333.333333333,,,,,,,,,,,,
12625470810,3262705353,2018-11-29 00:00:00.000,1,4687.5,1,5555.555555556,,,,,,,,,,,,
23758671960,5245017828,2019-06-11 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
189995737710,20990891034,2021-09-30 06:21:56.758,1,,,,,,,,,,,,,,,
163056508500,15830594544,2021-06-10 00:00:00.000,1,4218.75,,,,,,,,,,,,,,
2284196010,1202404275,2017-03-03 12:33:30.677,1,33750,,,,,,,,,,,,,,
15827394960,3870097494,2019-02-13 20:43:52.551,1,335.625,,,,,,,,,,,,,,
1011281460,507503613,2016-07-25 08:49:35.484,1,4687.5,,,,,,,,,,,,,,
813741300,613028640,2016-04-11 07:12:01.576,1,11250,,,,,,,,,,,,,,
11670581910,1804821834,2018-10-26 11:50:17.287,1,4666.875,,,,,,,,,,,,,,
31162313130,7077137643,2019-09-23 21:36:11.412,1,2812.5,,,,,,,,,,,,,,
45403522950,7663148097,2020-02-04 00:00:00.000,1,4856.25,1,5755.555555556,,,,,,,,,,,,
1148872590,368288613,2016-05-13 08:11:32.282,1,4500,,,,,,,,,,,,,,
176995041480,2073502653,2021-08-10 00:00:00.000,1,13125,,,,,,,,,,,,,,
150699082440,6543753357,2021-04-16 00:00:00.000,1,3906.25,,,,,,,,,,,,,,
85221748950,8947414470,2020-08-21 00:00:00.000,1,9375,,,,,,,,,,,,,,
8469154320,2300919240,2018-04-16 07:12:25.031,1,91.875,,,,,,,,,,,,,,
13017590700,2519316237,2019-02-20 00:00:00.000,1,654.375,,,,,,,,,,,,,,
32083001880,2667121467,2019-10-04 00:00:00.000,1,654.375,1,775.555555556,2019-10-04 00:00:00.000,1,775.555555556,,,,,,,,,
11895143700,3130436523,2018-11-16 00:00:00.000,1,3000,,,,,,,,,,,,,,
150069208530,14781489639,2021-04-14 00:00:00.000,1,3750,,,,,,,,,,,,,,
173116938690,12808008813,2021-07-26 00:00:00.000,1,4687.5,,,,,,,,,,,,,,
7346202540,1982600496,2018-01-08 23:00:00.000,1,28125,,,,,,,,,,,,,,
32828084040,2373358521,2019-10-15 00:00:00.000,1,5625,,,,,,,,,,,,,,
189813800730,969075255,2021-09-29 00:00:00.000,1,3906.25,,,,,,,,,,,,,,
196183938210,21138913194,2021-10-12 00:00:00.000,1,2656.25,,,,,,,,,,,,,,
177420714630,15155286486,2021-08-12 00:00:00.000,1,2812.5,,,,,,,,,,,,,,
190043731770,6117677529,2021-09-30 00:00:00.000,1,3906.25,,,,,,,,,,,,,,
195788415330,1720473633,2021-10-05 14:11:35.773,1,,,,,,,,,,,,,,,
1890819060,848985831,2016-12-14 15:03:49.194,1,30000,,,,,,,,,,,,,,
1011792060,582488541,2016-07-25 12:16:00.803,1,17977.5,,,,,,,,,,,,,,
811659360,483443007,2016-05-10 14:03:10.537,1,18750,,,,,,,,,,,,,,
189823749240,2146707615,2021-09-29 11:23:32.391,1,,,,,,,,,,,,,,,
169182185700,5497642602,2021-07-08 00:00:00.000,1,2343.75,,,,,,,,,,,,,,
11895150810,3012496794,2018-11-05 00:00:00.000,1,4687.5,1,5555.555555556,2018-11-05 00:00:00.000,1,5555.555555556,,,,,,,,,
188397723990,505740492,2021-09-23 08:14:55.204,1,,,,,,,,,,,,,,,
