ACCOUNT_ID,MONTH,MRR
fb5adbef2fe92c93256b16a96b7658800111cc3881d60d32e2dc153bdb89ce80,2021-03-01,620
f0e1f305f6d466360bc05127655ad953dccf6f72d90f3a166e0c73ba2e66fec7,2022-03-01,711.960784314
f0e1f305f6d466360bc05127655ad953dccf6f72d90f3a166e0c73ba2e66fec7,2021-06-01,711.960784314
f0e1f305f6d466360bc05127655ad953dccf6f72d90f3a166e0c73ba2e66fec7,2021-08-01,711.960784314
f0e1f305f6d466360bc05127655ad953dccf6f72d90f3a166e0c73ba2e66fec7,2020-12-01,617.647058824
f0e1f305f6d466360bc05127655ad953dccf6f72d90f3a166e0c73ba2e66fec7,2020-06-01,617.647058824
f0e1f305f6d466360bc05127655ad953dccf6f72d90f3a166e0c73ba2e66fec7,2018-06-01,450.980392157
f0e1f305f6d466360bc05127655ad953dccf6f72d90f3a166e0c73ba2e66fec7,2019-11-01,450.980392157
f0e1f305f6d466360bc05127655ad953dccf6f72d90f3a166e0c73ba2e66fec7,2020-04-01,450.980392157
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2017-11-01,352.941176471
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2018-01-01,352.941176471
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2018-04-01,352.941176471
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2018-06-01,352.941176471
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2018-10-01,352.941176471
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2019-03-01,352.941176471
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2019-04-01,352.941176471
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2019-10-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2020-02-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2022-05-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2022-08-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2023-05-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2022-04-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2022-02-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2021-01-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2022-07-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2023-07-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2019-11-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2020-09-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2019-07-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2019-12-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2021-07-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2021-12-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2020-12-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2023-12-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2023-11-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2022-10-01,0
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2023-11-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2023-10-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2023-08-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2023-07-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2023-04-01,196.078431373
f0e1f305f6d466360bc05127655ad953dccf6f72d90f3a166e0c73ba2e66fec7,2021-05-01,711.960784314
f0e1f305f6d466360bc05127655ad953dccf6f72d90f3a166e0c73ba2e66fec7,2020-11-01,617.647058824
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2018-05-01,352.941176471
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2022-06-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2020-08-01,0
e54da430ec3949cdfa0a6cd31d9270b778a83d50d7a7bf6126ee26fdd47f4291,2020-10-01,0
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2023-03-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2023-01-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-11-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-10-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-08-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-05-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-03-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-02-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-12-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-10-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-09-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-08-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-07-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-06-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-05-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-04-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-04-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-06-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2023-02-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2023-05-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-09-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2023-09-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-12-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-07-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2022-01-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-11-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-03-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-02-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2021-01-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2020-12-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2020-11-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2020-08-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2020-07-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2020-06-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2020-05-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2020-09-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2020-10-01,196.078431373
e293d69eacbe1af2b1261cbcc0ab9f99e321f07f5374d2c637f4bb1eec4af758,2020-04-01,0
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2020-06-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2020-05-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2023-12-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2023-10-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2023-09-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2023-08-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2023-07-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2023-05-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2023-04-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2023-03-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2023-02-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2023-01-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2022-11-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2022-10-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2022-09-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2022-08-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2022-07-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2022-06-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2022-05-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2022-04-01,254.705882353
e51a4326eabcd0a5ad88268c412dbbfa4df66ee85dc4a5f80a89b23bcff7e501,2022-03-01,254.705882353
